symbol,companyName,primaryExchange,sector,calculationPrice,open,openTime,close,closeTime,high,low,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,iexRealtimePrice,iexRealtimeSize,iexLastUpdated,delayedPrice,delayedPriceTime,extendedPrice,extendedChange,extendedChangePercent,extendedPriceTime,previousClose,change,changePercent,iexMarketPercent,iexVolume,avgTotalVolume,iexBidPrice,iexBidSize,iexAskPrice,iexAskSize,marketCap,peRatio,week52High,week52Low,ytdChange
ACWI,iShares MSCI ACWI Index Fund,NASDAQ Global Market,,close,73.68,1528291800538,74.13,1528315200312,74.13,73.52,74.13,Close,"June 6, 2018",1528315200312,3888385,74.065,100,1528315184703,74.13,1528315200312,74.13,0,0,1528315496444,73.43,0.7,0.00953,0.02712,105453,1712579,0,0,0,0,8658384000,,77.54,65,0.018599671567953977
ACWX,iShares MSCI ACWI ex US Index Fund,NASDAQ Global Market,,close,49.79,1528291800390,50.04,1528315200419,50.05,49.75,50.04,Close,"June 6, 2018",1528315200419,126557,50.04,100,1528315015750,50.04,1528315200419,50.04,0,0,1528315349603,49.6,0.44,0.00887,0.01333,1687,629024,0,0,0,0,3302640000,,53.74,45.17,-0.008951782178217793
ACXM,Acxiom Corporation,Nasdaq Global Select,Technology,close,29.9,1528291800355,30.15,1528315200509,30.17,29.78,30.15,Close,"June 6, 2018",1528315200509,690156,30.125,20,1528315195188,30.15,1528315200509,30.15,0,0,1528317004770,29.8,0.35,0.01174,0.12149,83847,653442,0,0,0,0,2323367472,100.5,32.93,18.6,0.07337163519772
ACY,AeroCentury Corp.,NYSE American,Industrials,close,14.1,1528296283578,14.05,1528315200057,14.65,14.05,14.05,Close,"June 6, 2018",1528315200057,3713,0,0,0,14.05,1528315800001,15.55,1.5,0.10676,1527105636116,14.4,-0.35,-0.02431,0,0,3658,0,0,0,0,19904621,11.91,17.345,10.1,-0.08038194829371892
ADAP,Adaptimmune Therapeutics plc,Nasdaq Global Select,Healthcare,close,12.54,1528291800707,12.83,1528315200297,13.5,12.51,12.83,Close,"June 6, 2018",1528315200297,551619,12.99,100,1528313967594,12.83,1528315200297,12.83,0,0,1528317091026,12.59,0.24,0.01906,0.01143,6305,404958,0,0,0,0,1207858873,-16.66,14.625,4.28,0.7922994366197184
ADBE,Adobe Systems Incorporated,Nasdaq Global Select,Technology,close,253.75,1528291800474,253.95,1528315200505,254.07,251.5,253.95,Close,"June 6, 2018",1528315200505,3923825,253.85,100,1528315198526,253.95,1528315200505,254.02,0.07,0.00028,1528318050002,252.7,1.25,0.00495,0.05276,207021,2359907,0,0,0,0,125062841573,62.86,254.72,131.2001,0.4270096510973551
ADC,Agree Realty Corporation,New York Stock Exchange,Real Estate,close,53.11,1528291801007,53.25,1528315320020,53.3,52.024,53.25,Close,"June 6, 2018",1528315320020,128554,53.26,11,1528315147167,53.25,1528315320020,53.25,0,0,1528317004841,53.15,0.1,0.00188,0.01667,2143,215653,0,0,0,0,1652521042,19.15,53.77,43.74,0.046784346526847945
ADES,Advanced Emissions Solutions Inc.,NASDAQ Global Market,Industrials,close,11.19,1528291800490,11.23,1528315200532,11.36,11.16,11.23,Close,"June 6, 2018",1528315200532,71813,11.24,100,1528315108191,11.23,1528315200532,11.23,0,0,1528317004877,11.18,0.05,0.00447,0.04456,3200,122785,0,0,0,0,230486665,7.29,12.2,7,0.24107255063102115
ADI,Analog Devices Inc.,Nasdaq Global Select,Technology,close,100.86,1528291800359,102.1,1528315200576,102.15,100.11,102.1,Close,"June 6, 2018",1528315200576,2157809,102.1,100,1528315198127,102.1,1528315200576,102.37,0.27,0.00264,1528317732261,100.64,1.46,0.01451,0.02766,59685,2385733,0,0,0,0,37868613513,19.79,102.1,76.07,0.13506422006019186
ADM,Archer-Daniels-Midland Company,New York Stock Exchange,Consumer Defensive,close,44.22,1528291801009,44.79,1528315205508,44.79,43.835,44.79,Close,"June 6, 2018",1528315205508,5534866,44.775,100,1528315197702,44.79,1528315205508,44.79,0,0,1528317705000,44.23,0.56,0.01266,0.08068,446553,3917438,0,0,0,0,25045859646,17.77,46.25,38.65,0.13300246054864606
ADMA,ADMA Biologics Inc,NASDAQ Capital Market,Healthcare,close,5.08,1528291807087,4.99,1528315200311,5.11,4.93,4.99,Close,"June 6, 2018",1528315200311,39628,4.99,100,1528315185088,4.99,1528315200311,5.05,0.06,0.01202,1528291005039,5.04,-0.05,-0.00992,0.00699,277,138013,0,0,0,0,183263159,-9.07,5.699,2.01,0.5173527272727273
ADMP,Adamis Pharmaceuticals Corporation,NASDAQ Capital Market,Healthcare,close,4.1,1528291800672,4,1528315200435,4.15,4,4,Close,"June 6, 2018",1528315200435,266517,4.025,50,1528315197145,4,1528315200435,4.005,0.005,0.00125,1528318750841,4.05,-0.05,-0.01235,0.0356,9488,488550,0,0,0,0,133557640,-6.06,6.45,2.35,-0.12224010989010989
ADMS,Adamas Pharmaceuticals Inc.,NASDAQ Global Market,Healthcare,close,28.09,1528291800571,27.98,1528315200531,28.66,27.58,27.98,Close,"June 6, 2018",1528315200531,485528,27.94,35,1528315188604,27.98,1528315200531,27.98,0,0,1528317004905,27.95,0.03,0.00107,0.00691,3355,670146,0,0,0,0,754965370,-6.1,44,13.5,-0.21491877980364657
ADNT,Adient plc,New York Stock Exchange,Consumer Cyclical,close,54.94,1528291800003,56.04,1528315321032,56.12,54.65,56.04,Close,"June 6, 2018",1528315321032,589866,55.99,99,1528315150680,56.04,1528315321032,56.04,0,0,1528317091773,54.66,1.38,0.02525,0.01796,10594,827726,0,0,0,0,5232471164,6.66,86.42,52.52,-0.28017407126201627
ADOM,ADOMANI Inc.,NASDAQ Capital Market,Consumer Cyclical,close,1.43,1528291800231,1.37,1528315200298,1.489,1.28,1.37,Close,"June 6, 2018",1528315200298,964688,1.39,217,1528314338785,1.37,1528315200298,1.37,0,0,1528315631443,1.44,-0.07,-0.04861,0.0032,3087,2750304,0,0,0,0,98280508,,18.31,0.5001,-0.7565207505070994
ADP,Automatic Data Processing Inc.,Nasdaq Global Select,Industrials,close,134.43,1528291800804,136.1,1528315200308,136.32,134.09,136.1,Close,"June 6, 2018",1528315200308,3150863,136.1,78,1528315199836,136.1,1528315200308,136.1,0,0,1528317713000,134.07,2.03,0.01514,0.11989,377757,2283174,0,0,0,0,59955088296,36.39,136.1,99.85,0.17737327019517912
ADRA,Invesco BLDRS Asia 50 ADR Index Fund,NASDAQ Global Market,,close,35.47,1528291800483,35.47,1528315200570,35.47,35.47,35.47,Close,"June 6, 2018",1528315200570,120,0,0,0,35.47,1528315200570,,,,,35.245,0.225,0.00638,0,0,875,0,0,0,0,23055500,,37.7023,30.49,0.009939225512528474
ADRD,Invesco BLDRS Developed Markets 100 ADR Index Fund,NASDAQ Global Market,,close,23.12,1528291800792,23.12,1528315200342,23.201,23.12,23.12,Close,"June 6, 2018",1528315200342,1849,0,0,0,23.12,1528315200342,,,,,23.03,0.09,0.00391,0,0,6419,0,0,0,0,68204000,,25.3105,21.63,-0.019969559537836766
ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund,NASDAQ Global Market,,close,43.7,1528291800298,43.72,1528315200184,43.94,43.7,43.72,Close,"June 6, 2018",1528315200184,26804,43.75,100,1528314496963,43.72,1528315200184,43.72,0,0,1528315496431,43.48,0.24,0.00552,0.0485,1300,7350,0,0,0,0,166136000,,48.92,37.75,-0.015901594443619337
ADRO,Aduro Biotech Inc.,Nasdaq Global Select,Healthcare,close,6.8,1528291800645,6.6,1528315200284,6.85,6.5,6.6,Close,"June 6, 2018",1528315200284,493428,6.525,100,1528315167253,6.6,1528315200284,6.6,0,0,1528317005003,6.8,-0.2,-0.02941,0.07395,36489,381782,0,0,0,0,519619003,-5.37,14.05,5.825,-0.13467315789473683
ADRU,Invesco BLDRS Europe Select ADR Index Fund,NASDAQ Global Market,,close,22.39,1528296985519,22.39,1528315200592,22.511,22.489,22.39,Close,"June 6, 2018",1528315200592,1518,22.49,8,1528314013537,22.39,1528315200592,,,,,22.3552,0.0348,0.00156,0.00527,8,3526,0,0,0,0,16792500,,24.65,21.28,-0.023817877954249216
ADS,Alliance Data Systems Corporation,New York Stock Exchange,Financial Services,close,216,1528291801005,222.33,1528315321048,223.05,216,222.33,Close,"June 6, 2018",1528315321048,786598,222.36,200,1528315196162,222.33,1528315321048,222.3,-0.03,-0.00013,1528318462514,216.07,6.26,0.02897,0.05932,46661,591510,0,0,0,0,12317027084,11.74,278.33,192.02,-0.12049866886158628
ADSK,Autodesk Inc.,Nasdaq Global Select,Technology,close,137.21,1528291800784,137.93,1528315200388,138,135.76,137.93,Close,"June 6, 2018",1528315200388,1559607,137.91,100,1528315199456,137.93,1528315200388,137.93,0,0,1528318357492,136.8,1.13,0.00826,0.02649,41314,1991096,0,0,0,0,30221693887,-90.74,141.26,99.22,0.28533244212098585
ADSW,Advanced Disposal Services Inc.,New York Stock Exchange,Industrials,close,23.46,1528291801005,23.68,1528315321052,23.76,23.36,23.68,Close,"June 6, 2018",1528315321052,448957,23.685,84,1528315185029,23.68,1528315321052,23.68,0,0,1528317005044,23.42,0.26,0.0111,0.02302,10335,655230,0,0,0,0,2096972596,43.85,25.71,21.5,0.009820682302771958
ADT,ADT Inc.,New York Stock Exchange,Industrials,close,7.99,1528291801051,7.96,1528315320068,8.17,7.87,7.96,Close,"June 6, 2018",1528315320068,2557093,7.97,100,1528315187186,7.96,1528315320068,8.003,0.043,0.0054,1528315861194,7.96,0,0,0.06309,161327,3606112,0,0,0,0,5973591942,,13.02,6.93,-0.3549432739059968
ADTN,ADTRAN Inc.,Nasdaq Global Select,Technology,close,15.2,1528291800385,15,1528315200569,15.2,14.85,15,Close,"June 6, 2018",1528315200569,267445,15.025,1,1528315177021,15,1528315200569,15,0,0,1528317005093,15.2,-0.2,-0.01316,0.00771,2062,400062,0,0,0,0,718713630,44.12,25.1,13.95,-0.24417829367006644
ADUS,Addus HomeCare Corporation,Nasdaq Global Select,Healthcare,close,57.9,1528291800382,57.95,1528315200383,58.5,57.208,57.95,Close,"June 6, 2018",1528315200383,80444,57.95,4,1528315195187,57.95,1528315200383,57.95,0,0,1528317005206,57.95,0,0,0.07256,5837,76720,0,0,0,0,677571914,38.63,58.8,30.95,0.6164574616457462
ADVM,Adverum Biotechnologies Inc.,NASDAQ Global Market,Healthcare,close,6.45,1528291800547,6.9,1528315200349,6.95,6.425,6.9,Close,"June 6, 2018",1528315200349,727729,6.925,100,1528315127414,6.9,1528315200349,6.99,0.09,0.01304,1528316650542,6.45,0.45,0.06977,0.06239,45403,621320,0,0,0,0,429676117,-5.7,8.59,2.4,0.8368932876712329
ADX,Adams Diversified Equity Fund Inc.,New York Stock Exchange,Financial Services,close,15.52,1528291801002,15.62,1528315321051,15.66,15.51,15.62,Close,"June 6, 2018",1528315321051,192308,15.61,100,1528309355809,15.62,1528315321051,,,,,15.5,0.12,0.00774,0.00884,1700,184072,0,0,0,0,1543772928,,16.11,14.18,0.041011337053110164
ADXS,Advaxis Inc.,Nasdaq Global Select,Healthcare,close,1.68,1528291800709,1.71,1528315200367,1.75,1.65,1.71,Close,"June 6, 2018",1528315200367,521487,1.715,200,1528314919635,1.71,1528315200367,1.76,0.05,0.02924,1528318213289,1.67,0.04,0.02395,0.02448,12766,494720,0,0,0,0,89456682,-0.72,8.82,1.51,-0.43734032258064515
ADXSW,Advaxis Inc. Warrants,NASDAQ Capital Market,Healthcare,previousclose,0.25,1528121512726,0.25,1528142400318,0.22,0.21,0.25,Previous close,"June 4, 2018",1528070400000,4900,0,0,0,0.22,1528315200083,,,,,0.25,0,0,0,0,3682,0,0,0,0,0,,4.84,0.2,-0.7572815533980582
AE,Adams Resources & Energy Inc.,NYSE American,Energy,close,44.51,1528291800024,43.44,1528315200046,44.498,43.251,43.44,Close,"June 6, 2018",1528315200046,9290,44.05,100,1528306391064,43.44,1528315800001,43.44,0,0,1528317002702,44.21,-0.77,-0.01742,0.05382,500,6749,0,0,0,0,183212370,,50.585,32.8,-0.002365229288497278
AEB,AEGON N.V. Perp. Cap. Secs. Floating Rate (Netherlands),New York Stock Exchange,Financial Services,close,24.75,1528291810056,24.7,1528315443952,25,24.7,24.7,Close,"June 6, 2018",1528315443952,32051,24.8,100,1528314972638,24.7,1528315443952,,,,,24.776,-0.076,-0.00307,0.00312,100,19055,0,0,0,0,0,,25.35,23.55,0.018195369887180946
AED,AEGON N.V. Perp. Cap. Securities (Netherlands),New York Stock Exchange,Financial Services,close,26.12,1528291810057,26.1,1528315321009,26.18,26.02,26.1,Close,"June 6, 2018",1528315321009,25147,26.13,100,1528314782167,26.1,1528315321009,26.1,0,0,1528316874349,26.13,-0.03,-0.00115,0.01193,300,23985,0,0,0,0,0,,26.47,24.55,0.013213354037266981
AEE,Ameren Corporation,New York Stock Exchange,Utilities,close,57.72,1528291810329,56.57,1528315202622,57.79,56.47,56.57,Close,"June 6, 2018",1528315202622,2059935,56.56,101,1528315194939,56.57,1528315202622,56.57,0,0,1528317673000,57.41,-0.84,-0.01463,0.05843,120362,1480685,0,0,0,0,13783495862,18.61,64.89,51.89,-0.023077454278218498
AEF,Aberdeen Emerging Markets Equity Income Fund Inc.,NYSE American,Financial Services,close,8.7,1528291800019,8.775,1528315200065,8.79,8.7,8.775,Close,"June 6, 2018",1528315200065,121528,8.77,100,1528309803951,8.775,1528315800001,8.45,-0.325,-0.03704,1527685672364,8.7075,0.0675,0.00775,0.00576,700,191489,0,0,0,0,780704370,,9.64,7.08,-0.01301000044983746
AEG,AEGON N.V.,New York Stock Exchange,Financial Services,close,6.27,1528291839352,6.29,1528315324019,6.31,6.222,6.29,Close,"June 6, 2018",1528315324019,1525494,6.3,100,1528315067975,6.29,1528315324019,6.29,0,0,1528315326056,6.27,0.02,0.00319,0.01773,27047,1629896,0,0,0,0,12858264933,7.49,7.48,4.81,0.016261367403984386
AEGN,Aegion Corp,Nasdaq Global Select,Industrials,close,26.61,1528291800190,26.5,1528315200320,26.74,26.096,26.5,Close,"June 6, 2018",1528315200320,84265,26.495,10,1528315179034,26.5,1528315200320,26.5,0,0,1528317005381,26.66,-0.16,-0.006,0.03667,3090,119741,0,0,0,0,858593746,26.77,28.19,19.11,0.04360629921259849
AEH,AEGON N.V. Perp. Cap Secs.,New York Stock Exchange,Financial Services,close,26.09,1528291810058,26.03,1528315460078,26.11,25.9,26.03,Close,"June 6, 2018",1528315460078,74779,26.06,98,1528313902273,26.03,1528315460078,26.03,0,0,1528316874308,26.13,-0.1,-0.00383,0.04647,3475,39621,0,0,0,0,0,,26.32,25.4,0.011716055188495864
AEHR,Aehr Test Systems,NASDAQ Capital Market,Technology,close,2.67,1528291800735,2.85,1528315200251,2.855,2.59,2.85,Close,"June 6, 2018",1528315200251,212412,2.825,100,1528314871764,2.85,1528315200251,2.73,-0.12,-0.04211,1528118940023,2.66,0.19,0.07143,0.01418,3012,74148,0,0,0,0,62568131,-10.18,4.3343,2.12,0.021430000000000102
AEIS,Advanced Energy Industries Inc.,Nasdaq Global Select,Technology,close,68.54,1528291800386,69.18,1528315200351,69.21,68.03,69.18,Close,"June 6, 2018",1528315200351,313918,69.19,69,1528315174201,69.18,1528315200351,69.18,0,0,1528317005412,68.28,0.9,0.01318,0.02019,6338,340567,0,0,0,0,2720809691,14.97,95,57.35,-0.0031000749171588467
AEL,American Equity Investment Life Holding Company,New York Stock Exchange,Financial Services,close,36.22,1528291801005,36.61,1528315324050,36.83,35.95,36.61,Close,"June 6, 2018",1528315324050,536515,36.61,49,1528315174147,36.61,1528315324050,36.61,0,0,1528317005471,35.94,0.67,0.01864,0.03719,19953,680980,0,0,0,0,3298414194,10.96,36.61,23.02,0.18476589227774162
AEM,Agnico Eagle Mines Limited,New York Stock Exchange,Basic Materials,close,44.93,1528291801026,44.47,1528315373144,45.2,44.07,44.47,Close,"June 6, 2018",1528315373144,988874,44.49,100,1528315198802,44.47,1528315373144,44.47,0,0,1528317091075,44.67,-0.2,-0.00448,0.01501,14843,1058410,0,0,0,0,10383042552,49.41,51.86,37.35,-0.04350004569333833
AEMD,Aethlon Medical Inc.,NASDAQ Capital Market,Technology,close,1.28,1528291800473,1.27,1528315200295,1.32,1.27,1.27,Close,"June 6, 2018",1528315200295,58222,0,0,0,1.27,1528315200295,1.32,0.05,0.03937,1528290893740,1.299,-0.029,-0.02232,0,0,115672,0,0,0,0,21209906,-1.46,3.85,0.7906,0.09750758620689656
AEO,American Eagle Outfitters Inc.,New York Stock Exchange,Consumer Cyclical,close,24.17,1528291801003,24.17,1528315209358,24.26,23.88,24.17,Close,"June 6, 2018",1528315209358,3856550,24.175,100,1528315190755,24.17,1528315209358,24.17,0,0,1528317705000,24,0.17,0.00708,0.01832,70652,4759805,0,0,0,0,4268747715,20.31,24.5,10.23,0.2671209513309182
AEP,American Electric Power Company Inc.,New York Stock Exchange,Utilities,close,65.29,1528291801005,63.81,1528315237424,65.43,63.67,63.81,Close,"June 6, 2018",1528315237424,3942172,63.78,100,1528315189554,63.81,1528315237424,63.98,0.17,0.00266,1528318711452,65.29,-1.48,-0.02267,0.05378,212010,2850709,0,0,0,0,31427922621,17.43,78.07,63.32,-0.10376941550097599
AER,Aercap Holdings N.V.,New York Stock Exchange,Industrials,close,54.75,1528291889001,54.97,1528315389524,55.19,54.49,54.97,Close,"June 6, 2018",1528315389524,1284796,54.965,10,1528315178229,54.97,1528315389524,54.947,-0.023,-0.00042,1528315861194,54.81,0.16,0.00292,0.02256,28985,990069,0,0,0,0,8089178623,8.23,56.26,44.5,0.04434124263727911
AERI,Aerie Pharmaceuticals Inc.,NASDAQ Global Market,Healthcare,close,58.2,1528291800351,63.05,1528315200337,65.2,58.1,63.05,Close,"June 6, 2018",1528315200337,1266146,63.05,100,1528315198811,63.05,1528315200337,63.155,0.105,0.00167,1528317125774,58.3,4.75,0.08148,0.02753,34857,332447,0,0,0,0,2490255586,-15.23,66.6,47.05,0.045913416046319176
AES,The AES Corporation,New York Stock Exchange,Utilities,close,12.96,1528291801002,12.51,1528315219778,12.98,12.47,12.51,Close,"June 6, 2018",1528315219778,7082176,12.51,600,1528315199494,12.51,1528315219778,12.52,0.01,0.0008,1528318747644,12.93,-0.42,-0.03248,0.03097,219335,6828575,0,0,0,0,8274110910,10.43,13.25,9.865,0.18222041147624138
AET,Aetna Inc.,New York Stock Exchange,Healthcare,close,175.79,1528291921999,179.01,1528315258524,179.09,175.75,179.01,Close,"June 6, 2018",1528315258524,1959638,178.935,100,1528315196051,179.01,1528315258524,180,0.99,0.00553,1528318278690,175.65,3.36,0.01913,0.0276,54086,1864435,0,0,0,0,58554171000,17.36,194.4,145.34,-0.0032971300542019542
AETI,American Electric Technologies Inc.,NASDAQ Capital Market,Industrials,close,1.44,1528291800521,1.35,1528315200346,1.54,1.27,1.35,Close,"June 6, 2018",1528315200346,993548,1.335,500,1528315116314,1.35,1528315200346,1.32,-0.03,-0.02222,1528318489641,1.49,-0.14,-0.09396,0.00062,616,1202163,0,0,0,0,11817409,,2.53,0.6162,-0.19092969696969692
AEUA,Anadarko Petroleum Corporation 7.50% Tangible Equity Units,New York Stock Exchange,Energy,close,33.41,1528291846309,32.89,1528315325728,33.42,32.76,32.89,Close,"June 6, 2018",1528315325728,8285,32.84,100,1528297658748,32.89,1528315325728,33.96,1.07,0.03253,1528142478277,33.33,-0.44,-0.0132,0.01207,100,181252,0,0,0,0,0,,44.93,28.6,-0.018814859986514845
AEY,ADDvantage Technologies Group Inc.,NASDAQ Global Market,Technology,close,1.35,1528291800601,1.32,1528315200579,1.36,1.32,1.32,Close,"June 6, 2018",1528315200579,3688,0,0,0,1.32,1528315200579,1.35,0.03,0.02273,1527281287893,1.35,-0.03,-0.02222,0,0,33816,0,0,0,0,13604111,,2.33,1.21,-0.10385265306122442
AEZS,Aeterna Zentaris Inc.,NASDAQ Capital Market,Healthcare,close,2.29,1528291800033,2.1,1528315200442,2.29,2.02,2.1,Close,"June 6, 2018",1528315200442,395902,2.13,303,1528311427495,2.1,1528315200442,2.29,0.19,0.09048,1528205291030,2.2,-0.1,-0.04545,0.00122,483,273131,0,0,0,0,34525596,-7.78,3.29,0.89,-0.11717995780590715
AFB,AllianceBernstein National Municipal Income Fund Inc,New York Stock Exchange,Financial Services,close,12.67,1528291801005,12.69,1528315322025,12.69,12.655,12.69,Close,"June 6, 2018",1528315322025,79447,12.67,54,1528304090585,12.69,1528315322025,12.69,0,0,1528315324238,12.68,0.01,0.00079,0.00506,402,75723,0,0,0,0,364773238,,14.22,12.32,-0.034782761775823956
AFC,Allied Capital Corporation 6.875% Notes due April 15 2047,New York Stock Exchange,Financial Services,close,25.71,1528119001002,26.15,1528315320715,26.2,25.84,26.15,Close,"June 6, 2018",1528315320715,27266,0,0,0,26.15,1528315320715,,,,,25.98,0.17,0.00654,0,0,8083,0,0,0,0,209200000,,26.24,25.14,0.02856989771833197
AFG,American Financial Group Inc.,New York Stock Exchange,Financial Services,close,110.41,1528291801010,110.81,1528315345065,110.86,109.605,110.81,Close,"June 6, 2018",1528315345065,394341,110.8,100,1528315198260,110.81,1528315345065,110.81,0,0,1528316998113,109.94,0.87,0.00791,0.01449,5714,322417,0,0,0,0,9854911839,15.2,121.69,95.19,0.061730170006863185
AFGE,,,,close,25.97,1528291801003,26,1528315321068,26.099,25.97,26,Close,"June 6, 2018",1528315321068,18234,26.06,100,1528312788043,26,1528315321068,26,0,0,1528316874287,26.04,-0.04,-0.00154,0.07678,1400,0,0,0,0,0,0,,26,0,0.00932956521739121
AFGH,,,,close,25.53,1528291801003,25.59,1528315321068,25.67,25.52,25.59,Close,"June 6, 2018",1528315321068,11313,25.59,37,1528314960017,25.59,1528315321068,25.59,0,0,1528316873693,25.58,0.01,0.00039,0.01211,137,0,0,0,0,0,0,,25.59,0,0.004535338064880783
AFH,Atlas Financial Holdings Inc.,NASDAQ Global Market,Financial Services,close,11.1,1528291800687,11.8,1528315200379,11.95,11.1,11.8,Close,"June 6, 2018",1528315200379,88357,11.675,100,1528309029799,11.8,1528315200379,11.8,0,0,1528317002753,11,0.8,0.07273,0.03719,3286,69249,0,0,0,0,140856246,-3.2,21.5,9.9,-0.4071754373522458
AFHBL,Atlas Financial Holdings Inc. 6.625% Senior Unsecured Notes Due 2022,NASDAQ Global Market,,close,24.85,1528313001969,24.85,1528315200348,24.956,24.85,24.85,Close,"June 6, 2018",1528315200348,3775,0,0,0,24.85,1528315200348,,,,,24.83,0.02,0.00081,0,0,1711,0,0,0,0,0,,27.871,24.5,-0.020563702817639744
AFI,Armstrong Flooring Inc.,New York Stock Exchange,Basic Materials,close,13.78,1528291801003,13.77,1528315324050,13.847,13.42,13.77,Close,"June 6, 2018",1528315324050,129354,13.75,100,1528315116060,13.77,1528315324050,13.77,0,0,1528317002829,13.78,-0.01,-0.00073,0.08435,10911,129569,0,0,0,0,354664430,137.7,18.65,12.03,-0.20235224797219015
