,,cashChange,cashFlow,costOfRevenue,currentAssets,currentCash,currentDebt,grossProfit,netIncome,operatingExpense,operatingGainsLosses,operatingIncome,operatingRevenue,reportDate,researchAndDevelopment,shareholderEquity,totalAssets,totalCash,totalDebt,totalLiabilities,totalRevenue
ABX,-4q,649000000,448000000,1277000000,5503000000,2926000000,116000000,883000000,1084000000,124000000,-860000000,759000000,2160000000,2017-06-30,,9642000000,25807000000.0,2926000000,7444000000,,2160000000
AC,-1q,-9187000,-29388000,,306468000,283972000,5211000.0,,-22229000,8953000,2626000,-6779000,2152000,2018-03-31,,887794000,955343000.0,283972000,,,2174000
AC,-2q,50810000,51900000,,349598000,293112000,,,15800000,15074000,-15667000,-3489000,11585000,2017-12-31,,918147000,1006915000.0,293112000,,,11585000
AC,-3q,-77226000,-121682000,,262662000,242302000,,,1519000,11360000,-1760000,-6112000,5248000,2017-09-30,,898208000,979519000.0,242302000,,,5248000
AC,-4q,11877000,16580000,,336010000,319528000,,,4596000,11548000,-4036000,-6453000,5095000,2017-06-30,,886920000,926837000.0,319528000,,,5095000
ACAD,-1q,47262000,-45236000,2153000,340014000,119153000,,46715000,-54296000,101534000,9000.0,-54819000,48868000,2018-03-31,39276000,304169000,351040000.0,298063000,,,48868000
ACAD,-2q,-43197000,-29895000,2455000,373477000,69418000,,41107000,-68871000,109966000,,-68859000,43562000,2017-12-31,43179000,335285000,384506000.0,341342000,,,43562000
ACAD,-3q,-31172000,-58401000,2135000,401972000,112616000,,33443000,-65248000,99754000,,-66311000,35578000,2017-09-30,36421000,377326000,413714000.0,366625000,,,35578000
ACAD,-4q,-13691000,-59000000,2224000,443745000,143789000,,28251000,-67441000,96685000,,-68434000,30475000,2017-06-30,34180000,415140000,456315000.0,417320000,,,30475000
ACBI,-1q,-217573000,21444000,,,112441000,185000000.0,,5038000,,-790000,,,2018-03-31,,307059000,2718665000.0,,234577000.0,,25500000
ACBI,-2q,248763000,22676000,,,330014000,,,-15337000,,-704000,,,2017-12-31,,308425000,2891421000.0,,,2582996000.0,24677000
ACBI,-3q,-17387000,-1469000,,,81251000,,,4052000,,-431000,,,2017-09-30,,324754000,2638412000.0,,,2313658000.0,23768000
ACBI,-4q,-115778000,42563000,,,98638000,,,4329000,,-1742000,,,2017-06-30,,319435000,2702575000.0,,,,25474000
ACC,-1q,19215000,108140000,95683000,93713000,83987000,,124726000,25927000,74320000,,50406000,220409000,2018-03-31,,3456503000,7006952000.0,55502000,,,220409000
ACC,-2q,24841000,74831000,89617000,73942000,41182000,,137946000,39062000,74812000,,63134000,227563000,2017-12-31,,3484985000,6897370000.0,41182000,,,227563000
ACC,-3q,-9135000,116485000,107225000,57696000,16341000,,89713000,-1312000,72138000,,17575000,196938000,2017-09-30,,3500093000,6686891000.0,16341000,,,196938000
ACC,-4q,-8223000,62674000,82891000,61242000,25476000,,96117000,-2750000,68190000,,27927000,179008000,2017-06-30,,3554000000,6224973000.0,25476000,,,179008000
ACCO,-1q,45400000,60400000,278300000,784800000,122700000,42700000,127500000,10400000,111100000,100000.0,16400000,405800000,2018-03-31,,765000000,2754700000.0,122700000,951100000,,405800000
ACCO,-2q,-24400000,89200000,367600000,829600000,76900000,43200000,199200000,74000000,114000000,-1500000.0,85200000,566800000,2017-12-31,,774100000,2799100000.0,76900000,932400000,,566800000
ACCO,-3q,-3200000,107800000,354300000,865100000,101300000,28600000,177900000,30600000,116900000,,61000000,532200000,2017-09-30,,721500000,2856700000.0,101300000,1034500000,,532200000
ACCO,-4q,-18500000,-57500000,321500000,901700000,102200000,29100000,168500000,23500000,110800000,,57700000,490000000,2017-06-30,,717000000,2883300000.0,102200000,1096300000,,490000000
ACER,-1q,-3275730,-3227231,,13195054,12368625,,,-3983604,3991001,,-3991001,,2018-03-31,2073971,18565560,21043581.0,12368625,,,
ACER,-2q,7240023,-4206500,,16526242,15644355,,,-4214061,4206887,1111.0,-4206887,,2017-12-31,1776210,22335537,24368741.0,15644355,,,
ACER,-3q,8190911,-7934607,,9241088,8404332,,,-3478025,3359822,-95587.0,-3359822,,2017-09-30,2057421,14761276,17012016.0,8404332,,,
ACER,-4q,-2609694,118780,,1980325,1824355,26532.0,,-678192,677864,48277.0,-677864,,2017-06-30,796,1611778,1980325.0,1824355,,,
ACET,-1q,-3048000,9510000,158302000,487641000,62032000,190723000,27696000,-196635000,30500000,-904000,-2804000,185998000,2018-03-31,2471000,203382000,831280000.0,65091000,319420000,,185998000
ACET,-2q,-7484000,2940000,137259000,477384000,64930000,14482000,33970000,-13864000,30185000,-855000,3785000,171229000,2017-12-31,2122000,397023000,1014944000.0,67984000,326497000,,171229000
ACET,-3q,15751000,43965000,145272000,467700000,72100000,14482000,39983000,454000,32764000,-231000,7219000,185255000,2017-09-30,1615000,409230000,1017973000.0,75148000,331579000,,185255000
ACET,-4q,-5540000,13016000,157791000,471555000,55680000,14466000,36829000,1967000,29626000,-778000,7203000,194620000,2017-06-30,2900000,405067000,1038185000.0,57726000,353666000,,194620000
ACGL,-1q,3361000,400180000,,,732256000,,,150423000,,82774000,,,2018-03-31,,9150372000,32131955000.0,,,,1236165000
ACGL,-2q,-256422000,31483000,,,606199000,,,214640000,,-46606000,,,2017-12-31,,9196602000,32051658000.0,,,,1361899000
ACGL,-3q,115756000,527067000,,,862361000,,,-33656000,,-81336000,,,2017-09-30,,8911144000,32624797000.0,,,,1420436000
ACGL,-4q,52306000,370409000,,,740320000,,,185167000,,-43788000,,,2017-06-30,,8898887000,30862639000.0,,,,1335288000
ACGLO,-1q,3361000,400180000,,,732256000,,,150423000,,82774000,,,2018-03-31,,9150372000,32131955000.0,,,,1236165000
ACGLO,-2q,-256422000,31483000,,,606199000,,,214640000,,-46606000,,,2017-12-31,,9196602000,32051658000.0,,,,1361899000
ACGLO,-3q,115756000,527067000,,,862361000,,,-33656000,,-81336000,,,2017-09-30,,8911144000,32624797000.0,,,,1420436000
ACGLO,-4q,52306000,370409000,,,740320000,,,185167000,,-43788000,,,2017-06-30,,8898887000,30862639000.0,,,,1335288000
ACGLP,-1q,3361000,400180000,,,732256000,,,150423000,,82774000,,,2018-03-31,,9150372000,32131955000.0,,,,1236165000
ACGLP,-2q,-256422000,31483000,,,606199000,,,214640000,,-46606000,,,2017-12-31,,9196602000,32051658000.0,,,,1361899000
ACGLP,-3q,115756000,527067000,,,862361000,,,-33656000,,-81336000,,,2017-09-30,,8911144000,32624797000.0,,,,1420436000
ACGLP,-4q,52306000,370409000,,,740320000,,,185167000,,-43788000,,,2017-06-30,,8898887000,30862639000.0,,,,1335288000
ACH,-1q,1778833380.0,,5631194456.25,10508705797.5,4266667972.5,9648207637.5,553425892.5,3506576.25,384981236.25,,168444656.25,5845154955.0,2017-12-31,,6069811687.5,30772542210.0,4422835383.75,15842749473.75,,6184620348.75
ACH,-2q,-270157366.63,,6633400882.24,9437385411.245,2441865258.955,5904192086.49,662671095.12,90825673.22,241534134.765,,421136960.355,7296071977.36,2017-09-30,,5699271166.38,28561027169.22,2726000812.06,11198004315.439999,,7296071977.36
ACH,-3q,,,,9109295530.4,,11087294613.85,,,,,,,2017-06-30,,5511838699.25,27702527845.2,2675792691.0,16301746288.1,,
ACH,-4q,23415491.18,,6941568004.824,9573350422.531,3428916032.904,8417509682.666,617059531.907,35153474.46,168300822.705,,448758709.202,7170695540.689,2016-12-31,,5495815060.722,27431552022.138,3566382619.182,15231464844.438,,7558627536.731
ACHC,-1q,-11070000,72350000,,503893000,57808000,33830000,,50819000,647970000,940000.0,94271000,742241000,2018-03-31,,2701619000,6584729000.0,57808000,3241918000,,742241000
ACHC,-2q,-7656000,128226000,,471550000,67290000,34830000,,69629000,618643000,,105869000,733538000,2017-12-31,,2572871000,6424502000.0,67290000,3239888000,,724512000
ACHC,-3q,-7441000,83745000,,463824000,75661000,34805000,,45618000,610740000,,105974000,728712000,2017-09-30,,2487585000,6342586000.0,75661000,3268951000,,716714000
ACHC,-4q,32892000,130592000,,459512000,79434000,34805000,,49630000,605365000,,110531000,725643000,2017-06-30,,2376860000,6228022000.0,79434000,3275278000,,715896000
ACHN,-1q,-6574000,-24098000,,309500000,37074000,151000,,-20588000,20065000,,-20065000,,2018-03-31,14750000,307270000,315566000.0,303864000,243000,,
ACHN,-2q,-8598000,-20249000,,303938000,43496000,170000,,-23203000,24355000,,-24355000,,2017-12-31,15684000,324515000,337613000.0,300074000,301000,,
ACHN,-3q,16703000,-16572000,,327006000,52094000,201000,,-19338000,20463000,,-20463000,,2017-09-30,15620000,345737000,360442000.0,321730000,370000,14705000.0,
ACHN,-4q,-7688000,-16857000,,355156000,35391000,259000,,-22543000,23616000,,-23616000,,2017-06-30,18253000,362576000,376919000.0,350455000,466000,,
ACHV,-1q,-1118000,-2233000,,4746000,4437000,,,-3022000,3014000,,-3014000,,2018-03-31,1201000,6142000,8460000.0,4165000,,,
ACHV,-2q,-2457000,-3623000,,5908000,5556000,27000.0,,-3740000,3782000,-39000.0,-3782000,,2017-12-31,2153000,7879000,9892000.0,5284000,,,
ACHV,-3q,9318000,6042000,,8626000,8021000,,,-6472000,2375000,7345000.0,-2375000,,2017-09-30,825000,10682000,13029000.0,8021000,,,
ACHV,-4q,-1328000,-11515000,,14464000,13916000,46000.0,,-2997000,3098000,-66000.0,-3098000,,2017-06-30,777000,13103000,14878000.0,13916000,68000.0,,
ACIA,-1q,17640000,9060000,48870000,459077000,85135000,,24071000,-9078000,38733000,,-14662000,72941000,2018-03-31,24445000,500209000,602940000.0,307675000,,,72941000
ACIA,-2q,-48266000,18446000,46587000,447247000,67495000,,40016000,-20364000,35073000,,4943000,86603000,2017-12-31,24430000,502050000,611250000.0,279428000,,,86603000
ACIA,-3q,9634000,7251000,58856000,452310000,115761000,,46142000,18499000,37240000,,8902000,104998000,2017-09-30,27135000,514351000,592801000.0,289149000,,,104998000
ACIA,-4q,-32470000,22966000,53516000,426138000,106127000,,25382000,4664000,32102000,,-6720000,78898000,2017-06-30,22734000,488978000,558762000.0,282420000,,,78898000
ACIU,-1q,-15203462.986,-13988737.107,,122049032.45,114941995.189,,,-12172412.734,13394475.18,144635.178,-11866373.082,1528102.098,2018-03-31,10553127.589,110916316.068,125784393.134,114941995.189,,,1528102.098
ACIU,-2q,6649529.76,6525364.158,,132922868.508,127630951.074,,,4272938.568,13579201.746,83119.122,3271404.456,16850606.202,2017-12-31,10420675.11,119895741.918,135466724.106,127630951.074,,15570982.188,16850606.202
ACIU,-3q,-7961760.0,-7737066.0,,125973306.0,120257460.0,,,-9021618.0,10992564.0,91314.0,-9890640.0,1101924.0,2017-09-30,8408070.0,115601472.0,128702466.0,120257460.0,,13100994.0,1101924.0
ACIU,-4q,-10318182.6,-9419815.2,,134347140.6,129569412.0,,,-12861991.8,9396860.4,91819.2,-8611180.2,785680.2,2017-06-30,7134769.2,126138712.8,136985899.2,129569412.0,,,785680.2
ACIW,-1q,2852000,45136000,107336000,419294000,74281000,20379000,101974000,-19428000,118678000,,-16704000,209310000,2018-03-31,36791000,979022000,2015169000.0,74281000,679240000,,209310000
ACIW,-2q,5777000,61125000,115993000,421821000,69710000,17786000,210402000,33164000,102365000,,108037000,326395000,2017-12-31,30732000,764597000,1861639000.0,69710000,685729000,,326395000
ACIW,-3q,-29598000,-14025000,107393000,306722000,67930000,17772000,118342000,3388000,106919000,,11423000,225735000,2017-09-30,33935000,771309000,1814889000.0,67930000,692166000,1043580000.0,225735000
ACIW,-4q,-6952000,13411000,120357000,345477000,95357000,17774000,120242000,-29809000,158685000,,-38443000,240599000,2017-06-30,34969000,757900000,1858303000.0,95357000,692577000,,240599000
ACLS,-1q,7997000.0,8500000,75029000,361597000,148471000,,47156000,13915000,28654000,,18502000,122185000,2018-03-31,12233000,371527000,505144000.0,140957000,,,122185000
ACLS,-2q,,15962000,79676000,339775000,76811000,,36720000,91680000,25956000,,10764000,116396000,2017-12-31,10917000,353610000,488218000.0,133407000,,,116396000
ACLS,-3q,5686000.0,8925000,64731000,314631000,120688000,,39751000,11841000,25916000,,13835000,104482000,2017-09-30,11003000,254402000,383105000.0,113889000,,,104482000
ACLS,-4q,39592000.0,34065000,63728000,289678000,115351000,,39062000,13932000,26532000,,12530000,102790000,2017-06-30,11256000,238438000,354742000.0,108558000,,,102790000
ACM,-1q,50836000,118395000,4649638000,6923960000,867225000,133739000,141272000,-119733000,30217000,8599000,111055000,4790910000,2018-03-31,,4040752000,14617332000.0,867225000,3948715000,,4790910000
ACM,-2q,7922000,52428000,4774680000,6842040000,813166000,163275000,136152000,111314000,34670000,-6258000,101482000,4910832000,2017-12-31,,4104369000,14622951000.0,813166000,3902176000,,4910832000
ACM,-3q,-13018000,251297000,4686261000,6682222000,802362000,142000000,170127000,88488000,36882000,1247000,133245000,4856388000,2017-09-30,,3996126000,14396956000.0,802362000,3844109000,,4856388000
ACM,-4q,82905000,413937000,4386291000,6333291000,812459000,157145000,175176000,101327000,33944000,12266000,141232000,4561467000,2017-06-30,,3708618000,13836242000.0,812459000,3910944000,,4561467000
ACMR,-1q,-2645000,-7393000,4621000,66494000,15186000,10376000,5122000,-2780000,7026000,-1000.0,-1904000,9743000,2018-03-31,1541000,43002000,71934000.0,15186000,,,9743000
ACMR,-2q,40000,-3440000,8019000,62914000,17681000,5106000,9173000,3384000,5408000,-16000.0,3765000,17192000,2017-12-31,2062000,39857000,67891000.0,17681000,,,17192000
ACMR,-3q,3837000,-7644000,2692000,56022000,17074000,3483000,2199000,-955000,3509000,,-1310000,4891000,2017-09-30,1209000,5793000,61056000.0,17074000,,,4891000
ACMR,-4q,1045000,2631000,5312000,44040000,13206000,4595000,3451000,-658000,3653000,,-202000,8763000,2017-06-30,939000,14745000,47437000.0,13206000,,,8763000
ACN,-1q,422349000,1987538000,7519726000,12336872000,3928845000,2840000,3319128000,1043020000,1699402000,,1619726000,10314999000,2018-05-31,,9797325000,23250793000.0,3932106000,28798000,,10838854000
ACN,-2q,-124823000,924057000,7219438000,12284948000,3595079000,2914000,2848394000,863703000,1565630000,,1282764000,10067832000,2018-02-28,,9682687000,23132979000.0,3598497000,28837000,,10067832000
ACN,-3q,-432141000,1005838000,7002233000,12303841000,3681711000,2979000,3052260000,1123660000,1566380000,,1485880000,10054493000,2017-11-30,,9102130000,22974153000.0,3682393000,25205000,,10054493000
ACN,-4q,696924000,1941882000,6754233000,12097289000,4126860000,2907000,2886673000,932453000,1590111000,84268000.0,1296562000,11065254000,2017-08-31,,8949477000,22689890000.0,4129871000,25070000,,9640906000
ACNB,-1q,25756000,7621000,,,60197000,33435000,,4913000,,-114000,,,2018-03-31,,156605000,1611015000.0,,128751000,,17274000
ACNB,-2q,-15050000,7052000,,,34441000,36908000,,2517000,,-100000,,,2017-12-31,,153966000,1595432000.0,,131508000,1441466000.0,17102000
ACNB,-3q,23211000,2759000,,,49491000,33806000,,1912000,,-192000,,,2017-09-30,,153256000,1607635000.0,,130656000,1454379000.0,17492000
ACNB,-4q,9764000,2894000,,,26280000,30837000,,2722000,,-106000,,,2017-06-30,,123844000,1261936000.0,,126687000,1138092000.0,13359000
ACOR,-1q,-81369000,28701000,21350000,428188000,227048000,663000,84815000,-8199000,84361000,,454000,103003000,2018-03-31,30560000,549925000,1187073000.0,333043000,337791000,,106165000
ACOR,-2q,114407000,60191000,50398000,441698000,307068000,645000,138000000,-171064000,74661000,-3534000.0,63339000,188398000,2017-12-31,35142000,519987000,1197969000.0,307068000,335120000,,188398000
ACOR,-3q,51207000,51390000,30151000,303415000,192496000,636000,110914000,-25195000,74027000,,36887000,141065000,2017-09-30,33286000,679990000,1345058000.0,192496000,332221000,,141065000
ACOR,-4q,6989000,10338000,29824000,255609000,141135000,615000,109614000,-8196000,100518000,,9096000,139438000,2017-06-30,51184000,689720000,1332442000.0,141135000,328712000,,139438000
ACRE,-1q,-23142000,9695000,14299000.0,1663955000,5580000,,13137000.0,9318000,3738000,,9399000,27436000,2018-03-31,,420714000,1744155000.0,1663576000,,,27436000
ACRE,-2q,98000,7380000,14348000.0,1755005000,28343000,,10872000.0,6183000,3892000,,-16274000,25220000,2017-12-31,,419170000,1770219000.0,1754626000,,,25220000
ACRE,-3q,22522000,10852000,,1571885000,28245000,,,11058000,3614000,,24937000,28551000,2017-09-30,,420500000,1587468000.0,1571506000,,,28551000
ACRE,-4q,-38682000,6832000,12232000.0,1647537000,5723000,,10411000.0,6713000,3671000,,6740000,22643000,2017-06-30,,416982000,1662570000.0,1647158000,,,22643000
ACRS,-1q,34679000,-21872000,967000.0,192256000,54881000,142000.0,151000.0,-30229000,31099000,,-30948000,1118000.0,2018-03-31,13606000,200472000,220622000.0,186977000,,,1118000.0
ACRS,-2q,-39853000,-18210000,754000.0,200221000,20202000,142000.0,245000.0,-22934000,25687000,,-25442000,999000.0,2017-12-31,13189000,225262000,243509000.0,193857000,,18247000.0,999000.0
ACRS,-3q,27347000,-13714000,453000.0,234122000,60055000,,231000.0,-18192000,18987000,,-18756000,684000.0,2017-09-30,10864000,244259000,261391000.0,227848000,,17132000.0,684000.0
ACRS,-4q,9031000,-10080000,,175751000,32708000,,,-14838000,15295000,,-15295000,,2017-06-30,7965000,168144000,176808000.0,170497000,,8664000.0,
ACRX,-1q,-9299000,-7374000,1114000,53658000,43781000,7920000,-771000,-11592000,7498000,,-8269000,343000,2018-03-31,3513000,-46880000,65813000.0,51176000,17414000,,343000
ACRX,-2q,-15034000,-6676000,962000,63413000,52902000,7727000,-222000,-9885000,7585000,,-7807000,740000,2017-12-31,3676000,-36509000,75552000.0,60469000,19096000,112061000.0,740000
ACRX,-3q,5788000,-6784000,2029000,71071000,67936000,9254000,-542000,-13013000,8319000,,-8861000,1487000,2017-09-30,3913000,-30309000,82743000.0,67936000,22405000,,1487000
ACRX,-4q,-10184000,-8770000,3543000,66769000,62148000,7129000,-884000,-13059000,9057000,,-9941000,2659000,2017-06-30,4901000,-31624000,78190000.0,62148000,22020000,,2659000
ACSF,-1q,1802000,-1588000,,7185000,3558000,,,3125000,964000,8597000,-964000,,2018-03-31,,131071000,231827000.0,3558000,,,
ACSF,-2q,-1146000,11064000,,5417000,1756000,,,2541000,1021000,45034000,3373000,4394000.0,2017-12-31,,130856000,234657000.0,1756000,,103801000.0,4394000.0
ACSF,-3q,1655000,5965000,,9424000,2902000,,,21000,937000,13336000,3463000,4400000.0,2017-09-30,,131225000,237220000.0,2902000,,,4400000.0
ACSF,-4q,-4108000,3032000,,4555000,1247000,,,393000,1097000,120796000,3022000,4119000.0,2017-06-30,,134114000,256587000.0,1247000,,,4119000.0
ACST,-1q,-3501514.5,-3378369.0,,7351554.0,6368713.5,,,-6304430.0,5701869.0,-126243.5,-5701869.0,,2018-03-31,4688048.5,6369488.0,17781745.5,6368713.5,,,
ACST,-2q,5790427.94,-3539301.67,,10728433.64,9919745.75,,,-4833838.43,4095125.5,81902.51,-4095125.5,,2017-12-31,3407303.45,12112824.61,21807537.25,9919745.75,,,
ACST,-3q,-1722721.18,-1660648.4,,4717531.28,4295920.06,,,-3633272.98,3534923.9,26602.62,-3534923.9,,2017-09-30,2699762.86,11935708.84,15926907.98,4295920.06,,,
ACST,-4q,-1656672.924,-1269498.898,,6156992.529,5836147.121,,,-2142568.614,2158765.137,14653.997,-2158765.137,,2017-06-30,1528643.266,14637029.214,17374241.601,5836147.121,,,
ACTG,-1q,13685000,49970000,49578000,188203000,150289000,,12515000,-32038000,3545000,,8970000,62093000,2018-03-31,166000,265460000,317835000.0,179648000,,,62093000
ACTG,-2q,35523000,-21957000,9728000,139695000,136604000,,-6270000,-110203000,-140000,146281000.0,-6130000,3458000,2017-12-31,195000,294301000,308768000.0,136604000,,,3458000
ACTG,-3q,37861000,40250000,21871000,162388000,101081000,,14762000,158465000,12956000,-158979000.0,1806000,36633000,2017-09-30,241000,403488000,441210000.0,158568000,,,36633000
ACTG,-4q,8896000,7161000,17214000,136633000,63220000,,-757000,-14252000,7167000,5425000.0,-7924000,16457000,2017-06-30,433000,243696000,264490000.0,118272000,,,16457000
ACU,-1q,-8305000,-4575000,19585000,70217000,1065000,,12124000,764000,10759000,,1365000,31709000,2018-03-31,,50492000,107246000.0,1065000,,,31709000
